Id LotShape LotArea OverallCond YrSold SalePrice
2112 Reg 7010 5 2008 176376.5862
2113 Reg 5000 7 2008 170211.044
2114 Reg 5870 9 2008 170818.3448
2115 Reg 6000 7 2008 174388.8674
2116 Reg 6000 7 2008 161112.9874
2117 Reg 6000 7 2008 172179.0823
2118 Reg 6000 5 2008 157798.3097
2119 Reg 5000 7 2008 169106.1514
2120 IR1 5520 7 2008 170129.5314
2121 IR1 5940 7 2008 157680.2274
2122 Reg 6240 7 2008 162690.2091
2123 Reg 6120 6 2008 146968.3794
2124 Reg 6240 5 2008 181507.7214
2125 Reg 6120 5 2008 191215.5898
2126 Reg 9144 4 2008 189432.6898
2127 Reg 8094 8 2008 207271.485
2128 Reg 4347 8 2008 170030.8075
2129 IR1 6291 6 2008 148409.8065
2130 Reg 10266 6 2008 193850.61399999997
2131 Reg 6876 6 2008 193808.3193
2132 Reg 10320 6 2008 166300.2354
2133 Reg 7200 7 2008 163474.6334
2134 Reg 7006 6 2008 177473.6066
2135 Reg 10320 8 2008 157443.9255
2136 Reg 10320 3 2008 180681.008
2137 Reg 9488 6 2008 183463.1703
2138 Reg 11235 6 2008 182481.7631
2139 Reg 13014 5 2008 193717.1512
2140 IR1 10265 7 2008 182782.551
2141 IR1 7703 8 2008 175530.6516
2142 IR1 9981 5 2008 177804.0579
2143 IR1 7400 5 2008 159448.6708
2144 Reg 12900 4 2008 181338.9767
2145 Reg 9239 8 2008 178553.5585
2146 Reg 14175 8 2008 162820.9283
2147 Reg 10532 3 2008 188832.48
2148 Reg 8375 7 2008 164682.1859
2149 Reg 10200 8 2008 181549.7359
2150 IR1 20270 6 2008 199158.09699999998
2151 Reg 5190 5 2008 152889.521
2152 Reg 19550 7 2008 181150.5517
2153 Reg 9571 6 2008 181416.7324
2154 Reg 9350 5 2008 164391.2382
2155 Reg 9360 8 2008 185421.0465
2156 IR3 9771 5 2008 193981.3276
2157 Reg 9938 5 2008 178824.3248
2158 IR2 14171 5 2008 209270.0516
2159 IR1 10541 5 2008 177801.2668
2160 IR1 10616 5 2008 179053.7622
2161 IR1 9345 5 2008 178762.1706
2162 Reg 11778 5 2008 184655.3005
2163 Reg 11778 5 2008 191284.6558
2164 IR2 11454 5 2008 179598.0858
2165 IR1 11500 6 2008 167517.6281
2166 Reg 9750 7 2008 182873.9038
2167 IR1 8696 5 2008 177484.9137
2168 IR1 13142 5 2008 188444.5973
2169 IR1 8998 5 2008 179184.1538
2170 IR1 12192 5 2008 184365.1758
2171 IR1 12250 6 2008 184479.322
2172 IR1 9216 6 2008 182927.8639
2173 IR1 14330 6 2008 178611.6394
2174 Reg 10400 5 2008 181943.3436
2175 IR1 9720 5 2008 175080.6148
2176 IR2 14860 5 2008 190720.7946
2177 IR2 10905 5 2008 198422.8681
2178 IR1 11690 5 2008 184482.1131
2179 Reg 4426 5 2008 139214.9522
2180 Reg 10126 5 2008 169233.1136
2181 Reg 9750 5 2008 180664.1187
2182 Reg 11058 6 2008 178818.7426
2183 Reg 9627 5 2008 180422.05
2184 Reg 9825 5 2008 178601.9365
2185 Reg 12102 5 2008 183083.1598
2186 Reg 6500 6 2008 173163.1015
2187 IR1 9638 6 2008 185968.1612
2188 Reg 7200 7 2008 171226.0507
2189 IR1 47007 7 2008 281643.9761
2190 Reg 6012 5 2008 160031.7113
2191 Reg 6845 5 2008 162775.9798
2192 Reg 6931 5 2008 160735.446
2193 Reg 12180 7 2008 166646.109
2194 Reg 8050 8 2008 188384.5484
2195 Reg 9520 5 2008 165830.6973
2196 Reg 7692 6 2008 182138.3585
2197 Reg 5142 7 2008 171595.39800000002
2198 Reg 7290 8 2008 160337.0792
2199 Reg 7804 7 2008 191215.0887
2200 Reg 8969 6 2008 166956.0932
2201 Reg 15564 6 2008 186581.8309
2202 Reg 7609 9 2008 176450.5486
2203 IR1 9650 3 2008 193743.1949
2204 IR1 11700 6 2008 198882.5661
2205 IR1 9260 4 2008 176385.1022
2206 IR1 7801 5 2008 162447.6393
2207 IR1 9670 6 2008 193782.5557
2208 Reg 12392 9 2008 183653.8909
2209 IR1 26073 5 2008 210578.6235
2210 Reg 1879 6 2008 158527.1641
2211 Reg 7000 8 2008 163081.0257
2212 Reg 6000 8 2008 174388.8674
2213 Reg 8155 7 2008 191905.8701
2214 Reg 6000 5 2008 174388.8674
2215 Reg 7392 7 2008 161642.7116
2216 Reg 9000 5 2008 186939.5072
2217 Reg 14584 5 2008 172482.1658
2218 Reg 5280 7 2008 159695.9998
2219 Reg 5150 7 2008 157230.3697
2220 Reg 9000 6 2008 179188.0899
2221 IR1 3843 5 2008 157972.8212
2222 IR1 3811 5 2008 156804.9514
2223 IR2 23730 5 2008 211491.9725
2224 Reg 11050 5 2008 186537.2462
2225 Reg 10260 4 2008 200468.1611
2226 Reg 9990 5 2008 182241.3404
2227 IR1 4084 6 2008 157342.2259
2228 IR1 11563 5 2008 182022.3871
2229 IR1 12852 5 2008 181244.5109
2230 Reg 9802 5 2008 178556.6716
2231 IR1 12018 5 2008 189547.1999
2232 IR1 12890 5 2008 187948.6517
2233 Reg 18265 5 2008 194107.2876
2234 IR1 11202 5 2008 183521.7104
2235 IR1 7915 5 2008 183682.1236
2236 IR1 11449 5 2008 178483.3531
2237 IR1 11447 5 2008 184003.8798
2238 IR1 8940 5 2008 171318.5903
2239 Reg 9278 5 2008 162039.7543
2240 Reg 4500 5 2008 154846.2522
2241 Reg 14137 5 2008 194822.3657
2242 Reg 4224 6 2008 169788.7388
2243 Reg 2665 7 2008 178891.5545
2244 Reg 1974 7 2008 152084.7724
2245 Reg 1596 6 2008 139169.8664
2246 IR1 17979 6 2008 192439.53600000002
2247 Reg 1477 9 2008 161067.8598
2248 Reg 6490 7 2008 158762.6485
2249 Reg 6600 6 2008 175569.6904
2250 Reg 12395 6 2008 183659.795
2251 IR1 56600 1 2008 280618.1326
2252 Reg 10667 6 2007 180051.8092
2253 IR1 8872 5 2007 176519.1803
2254 IR1 10147 5 2007 179028.4292
2255 IR1 8637 5 2007 177161.5839
2256 Reg 7875 5 2007 180081.5088
2257 Reg 7500 5 2007 205895.2546
2258 IR1 9556 5 2007 183389.7813
2259 IR1 7655 5 2007 178543.6479
2260 Reg 18160 6 2007 194798.3205
2261 IR1 4740 5 2007 162845.6137
2262 IR1 5118 5 2007 148103.867
2263 IR1 12328 5 2007 201016.1711
2264 IR1 51974 5 2007 277936.1269
2265 IR1 41600 5 2007 249768.2798
2266 IR1 8035 5 2007 161596.0522
2267 IR1 14082 5 2007 158011.1149
2268 IR1 13870 5 2007 194089.6839
2269 IR1 10960 5 2007 181733.3369
2270 Reg 12090 7 2007 182852.3277
2271 Reg 12299 6 2007 189893.0031
2272 IR1 11339 5 2007 194650.211
2273 Reg 11850 6 2007 187904.4613
2274 Reg 10400 5 2007 171774.9256
2275 IR1 13001 5 2007 177998.6859
2276 IR1 8991 6 2007 175648.4843
2277 Reg 8000 6 2007 196918.0714
2278 Reg 9457 6 2007 184299.8381
2279 Reg 7920 5 2007 182379.8557
2280 Reg 17199 7 2007 184050.7258
2281 IR1 4113 5 2007 158296.976
2282 IR2 10943 5 2007 175053.3556
2283 Reg 2205 6 2007 162293.3761
2284 Reg 2058 5 2007 186328.88
2285 Reg 2304 7 2007 151422.1169
2286 Reg 7150 6 2007 181969.3587
2287 Reg 12469 5 2007 189122.677
2288 Reg 11825 5 2007 185645.4752
2289 Reg 14333 5 2007 182829.8981
2290 Reg 13641 5 2007 195848.7882
2291 Reg 13440 5 2007 198785.0596
2292 Reg 15431 5 2007 181676.1266
2293 Reg 13891 5 2007 194131.0127
2294 IR1 13654 5 2007 201416.0049
2295 IR2 17169 5 2007 185096.5772
2296 IR1 16659 5 2007 195158.9726
2297 IR1 9709 5 2007 184795.7837
2298 IR1 13615 5 2007 189168.2639
2299 IR1 13069 5 2007 216855.2601
2300 Reg 14277 5 2007 184946.6425
2301 Reg 12568 5 2007 189317.5128
2302 IR1 9926 5 2007 180803.2778
2303 IR1 9254 5 2007 175061.1859
2304 IR1 10732 5 2007 179074.8391
2305 Reg 3901 5 2007 145708.7643
2306 Reg 3903 5 2007 142398.0228
2307 IR1 6289 5 2007 161474.5349
2308 Reg 4590 5 2007 157025.9452
2309 IR1 7841 5 2007 163424.0378
2310 Reg 6240 5 2007 164692.7786
2311 Reg 3242 5 2007 152163.2444
2312 IR1 15810 5 2007 192383.2155
2313 Reg 10237 5 2007 182520.2303
2314 IR1 13204 5 2007 187254.5075
2315 IR1 8857 5 2007 176489.6597
2316 IR1 9729 5 2007 181520.4668
2317 IR1 12216 5 2007 186414.9782
2318 IR1 8229 5 2007 185197.7646
2319 Reg 7713 5 2007 178657.7941
2320 Reg 7697 6 2007 179731.198
2321 Reg 3621 5 2007 161748.2713
2322 Reg 3710 5 2007 158608.7491
2323 IR2 16219 5 2007 178807.3706
2324 IR1 11084 5 2007 184187.1588
2325 IR1 10936 5 2007 181686.104
2326 IR1 11950 5 2007 190311.0502
2327 Reg 7875 5 2007 192252.4964
2328 IR1 8740 5 2007 193954.8495
2329 IR1 9487 5 2007 181044.2016
2330 IR1 9649 5 2007 180258.1312
2331 IR1 12191 5 2007 199641.6573
2332 IR1 10557 5 2007 197530.7752
2333 IR1 11002 5 2007 191777.1969
2334 Reg 10790 5 2007 195779.543
2335 Reg 11762 5 2007 202112.0465
2336 IR1 9044 5 2007 192343.3481
2337 Reg 9910 6 2007 185191.3594
2338 Reg 11830 5 2007 186760.208
2339 Reg 10612 5 2007 177733.7819
2340 IR1 12291 5 2007 164430.3912
2341 Reg 9965 5 2007 185299.6016
2342 Reg 8847 5 2007 186414.0123
2343 Reg 8251 5 2007 176401.9211
2344 Reg 9605 5 2007 182381.3226
2345 Reg 8778 5 2007 176334.1847
2346 Reg 8640 5 2007 184901.7358
2347 Reg 9000 5 2007 180085.7669
2348 Reg 8640 5 2007 184901.7358
2349 Reg 10411 5 2007 183967.5615
2350 IR1 12217 5 2007 193046.3016
2351 Reg 10440 5 2007 168538.9695
2352 IR1 11824 5 2007 170157.842
2353 Reg 10625 5 2007 196559.7093
2354 Reg 7500 5 2007 177133.7094
2355 Reg 7500 5 2007 181553.2796
2356 Reg 12450 5 2007 185770.6066
2357 IR1 7441 5 2007 177017.5951
2358 IR2 11613 5 2007 184123.3585
2359 Reg 8012 5 2007 165970.3575
2360 Reg 6285 5 2007 158151.985
2361 Reg 7476 7 2007 177086.4764
2362 IR1 19522 5 2007 196373.8962
2363 IR1 10751 5 2007 172465.7071
2364 IR1 12712 7 2007 168590.7824
2365 IR1 4379 5 2007 158820.4742
2366 IR1 3523 5 2007 151611.3706
2367 IR1 3784 5 2007 152125.0286
2368 Reg 3606 5 2007 158404.0731
2369 IR2 5330 5 2007 160692.0786
2370 Reg 2280 5 2007 170175.2268
2371 Reg 2117 5 2007 169854.4366
2372 IR1 7321 5 2007 183410.7858
2373 IR1 8010 5 2007 180347.194
2374 IR1 8413 5 2007 178930.5284
2375 IR2 9466 5 2007 153346.2201
2376 Reg 12000 6 2007 182675.2043
2377 IR1 17778 5 2007 180770.6498
2378 Reg 11700 6 2007 188714.1481
2379 Reg 8000 6 2007 191393.6086
2380 IR1 8723 6 2007 174016.1575
2381 Reg 11700 5 2007 183189.6853
2382 IR1 11358 7 2007 183621.5088
2383 Reg 9547 6 2007 168991.2964
2384 Reg 10530 6 2007 185306.6507
2385 IR1 10738 7 2007 189030.6803
2386 Reg 10800 5 2007 179208.6657
2387 Reg 8050 6 2007 174901.4528
2388 IR1 10899 5 2007 168337.4065
2389 IR1 7450 5 2007 158234.9646
2390 IR1 14357 5 2007 179562.4534
2391 IR1 8243 7 2007 174176.3916
2392 Reg 8680 7 2007 173931.5318
2393 Reg 8800 6 2007 184111.7294
2394 Reg 9200 5 2007 179374.482
2395 Reg 8800 7 2007 207348.8119
2396 IR1 11382 5 2007 186983.4193
2397 Reg 22002 7 2007 206779.09399999998
2398 Reg 12172 7 2007 177472.0747
2399 Reg 5000 3 2007 156727.9483
2400 Reg 3500 5 2007 157090.5685
2401 Reg 5175 8 2007 160387.0327
2402 Reg 9600 6 2007 172410.2801
2403 Reg 8668 5 2007 191603.3657
2404 IR1 10050 6 2007 182152.2072
2405 IR1 9600 5 2007 180161.6973
2406 Reg 8760 7 2007 169652.2353
2407 IR1 6860 6 2007 182503.5201
2408 Reg 8250 7 2007 179714.6307
2409 Reg 9100 5 2007 180282.5707
2410 Reg 9736 6 2007 192600.3381
2411 Reg 9770 5 2007 166115.4912
2412 IR1 12198 6 2007 186379.5535
2413 Reg 10050 5 2007 184361.9923
2414 Reg 11556 9 2007 186220.9655
2415 Reg 8078 5 2007 198176.4709
2416 Reg 10950 6 2007 168437.7765
2417 Reg 7942 7 2007 178003.5823
2418 Reg 8540 8 2007 179180.4692
2419 Reg 7150 4 2007 191930.5611
2420 Reg 8400 5 2007 175590.2662
2421 Reg 9532 6 2007 176713.1931
2422 Reg 15783 5 2007 180159.0909
2423 Reg 14190 7 2007 188090.1008
2424 IR1 12099 6 2007 186184.7177
2425 Reg 21281 4 2007 223055.5887
2426 Reg 10284 7 2007 158270.7531
2427 Reg 10800 9 2007 184733.1285
2428 IR1 10090 5 2007 199926.379
2429 IR1 8700 7 2007 175075.7852
2430 IR1 8300 6 2007 180917.9251
2431 Reg 7200 3 2007 182067.7606
2432 Reg 7500 7 2007 178238.6019
2433 Reg 7315 6 2007 173454.9446
2434 Reg 7903 5 2007 176821.9363
2435 Reg 8000 5 2007 183642.1913
2436 Reg 7000 6 2007 177254.5827
2437 Reg 6600 5 2007 168715.9501
2438 Reg 6760 5 2007 180096.9312
2439 Reg 6978 7 2007 160620.7282
2440 Reg 6000 6 2007 175286.5444
2441 Reg 4480 5 2007 153494.7833
2442 Reg 3153 6 2007 156407.6592
2443 Reg 7200 8 2007 162162.5252
2444 Reg 9000 8 2007 166809.8868
2445 Reg 5925 6 2007 172929.1564
2446 Reg 9639 8 2007 193514.3309
2447 IR1 10337 9 2007 181612.1416
2448 Reg 9863 6 2007 191745.3864
2449 Reg 4571 7 2007 171369.325
2450 Reg 8398 8 2007 184425.4706
2451 Reg 3600 7 2007 170563.2524
2452 Reg 13500 8 2007 184522.3692
2453 Reg 8626 6 2007 164968.9479
2454 Reg 11800 7 2007 157939.6216
2455 Reg 6854 7 2007 151520.3816
2456 Reg 8674 6 2007 176129.5087
2457 Reg 6125 7 2007 171112.979
2458 Reg 6000 6 2007 169762.0816
2459 Reg 6120 7 2007 162246.8289
2460 Reg 6240 5 2007 171339.3034
2461 Reg 6240 8 2007 189034.7537
2462 Reg 6240 7 2007 175758.8736
2463 Reg 6120 6 2007 163351.7215
2464 Reg 7755 8 2007 189806.5466
2465 Reg 8850 7 2007 175370.9909
2466 Reg 8550 5 2007 196895.5999
2467 IR1 5700 6 2007 176905.918
2468 Reg 5680 4 2007 176866.5572
2469 Reg 5680 3 2007 163590.6772
2470 Reg 13200 6 2007 212693.503
2471 Reg 9780 9 2007 192686.9317
2472 Reg 10320 5 2007 181578.685
2473 Reg 4330 6 2007 166475.4576
2474 Reg 10320 1 2007 185998.2552
2475 Reg 12888 8 2007 185527.7149
2476 IR1 4484 6 2007 159027.1182
2477 Reg 11235 5 2007 181169.6549
2478 Reg 11235 5 2007 176732.9153
2479 Reg 14299 3 2007 191619.2946
2480 IR1 14149 8 2007 189114.3038
2481 IR1 11677 4 2007 180934.6353
2482 Reg 8425 6 2007 164573.3722
2483 IR1 8665 5 2007 173902.0113
2484 IR1 8398 5 2007 165625.1277
2485 Reg 8169 7 2007 179555.2196
2486 Reg 14175 5 2007 196899.7207
2487 Reg 16779 4 2007 207566.1247
2488 Reg 6960 8 2007 163899.9811
2489 Reg 11375 5 2007 189179.4282
2490 Reg 13770 6 2007 193892.88
2491 Reg 9000 7 2007 178980.8743
2492 Reg 11075 5 2007 179749.8762
2493 IR1 17541 7 2007 197999.675
2494 IR1 22692 5 2007 203717.4703
2495 Reg 17808 5 2007 185249.2612
2496 IR1 12671 7 2007 201691.2083
2497 Reg 10512 6 2007 181956.5483
2498 Reg 5400 5 2007 171895.9363
2499 IR1 11515 5 2007 187245.1684
2500 Reg 3869 6 2007 157816.7746
2501 Reg 9280 6 2007 191702.9126
2502 Reg 11100 6 2007 198599.42
2503 Reg 7550 5 2007 187193.3137
2504 Reg 23920 5 2007 220514.99399999998
2505 Reg 9317 5 2007 181814.5276
2506 Reg 9178 5 2007 183750.7554
2507 IR1 10481 5 2007 183000.4317
2508 IR1 10235 5 2007 185830.9719
2509 IR1 11750 5 2007 185497.8723
2510 Reg 8760 5 2007 179613.4377
2511 Reg 7242 5 2007 164454.968
2512 Reg 9316 5 2007 185127.2372
2513 IR1 8883 5 2007 178750.6138
2514 IR1 20064 6 2007 160927.6104
2515 IR2 14217 5 2007 192562.8081
2516 IR1 10021 6 2007 180990.2415
2517 IR2 8428 7 2007 180064.9415
2518 IR2 16561 5 2007 196070.9974
2519 IR2 10820 5 2007 180352.919
2520 IR2 12352 5 2007 183367.9538
2521 IR1 9543 5 2007 176734.8415
2522 Reg 8826 5 2007 180848.2208
2523 IR1 11800 5 2007 187806.0594
2524 IR1 8660 5 2007 180521.5264
2525 Reg 9720 7 2007 181502.7545
2526 IR1 8982 5 2007 174525.8794
2527 IR1 16300 4 2007 188927.9841
2528 Reg 9675 6 2007 184728.8704
2529 Reg 7200 5 2007 179857.9755
2530 Reg 7200 8 2007 180962.8681
2531 Reg 11354 5 2007 179194.0664
2532 Reg 8749 5 2007 179591.7893
2533 Reg 8158 5 2007 180638.4637
2534 Reg 11927 5 2007 185846.2151
2535 Reg 12728 5 2007 195174.0311
2536 IR3 15295 5 2007 192474.5683
2537 IR2 17227 5 2007 164200.5955
2538 IR1 8145 5 2007 178403.0941
2539 Reg 8769 5 2007 170774.8402
2540 Reg 8334 5 2007 179879.9459
2541 Reg 8333 5 2007 177668.1928
2542 IR1 9045 5 2007 180174.3286
2543 Reg 9825 5 2007 170643.3036
2544 Reg 8308 6 2007 165448.0043
2545 Reg 16287 6 2007 195531.7549
2546 Reg 8240 6 2007 165314.1777
2547 Reg 6285 6 2007 172532.7577
2548 IR1 9555 6 2007 203310.2181
2549 Reg 7023 5 2007 175090.0625
2550 IR1 39290 5 2007 230841.3386
2551 Reg 3675 5 2007 155225.1901
2552 Reg 6400 7 2007 168322.3424
2553 Reg 6882 3 2007 165956.2593
2554 Reg 8741 6 2007 193956.8176
2555 Reg 10042 8 2007 171070.3679
2556 Reg 8172 5 2007 166285.2436
2557 Reg 8172 5 2007 182875.8013
2558 Reg 10890 6 2007 218108.5368
2559 Reg 7223 5 2007 174378.7776
2560 Reg 6821 7 2007 164731.3164
2561 Reg 4000 8 2007 156969.6951
2562 Reg 6720 7 2007 173388.8543
2563 Reg 7155 8 2007 177559.6287
2564 Reg 7230 7 2007 194297.7893
2565 IR2 13108 5 2007 174894.5884
2566 IR1 7810 6 2007 196544.1441
2567 IR1 6221 5 2007 179036.1585
2568 IR1 25485 4 2007 211423.9865
2569 IR1 21579 6 2007 208156.3989
2570 Reg 1782 6 2007 159233.9413
2571 IR2 17871 5 2007 210820.1151
2572 IR1 3907 5 2007 140196.1098
2573 IR1 20693 5 2007 198678.4691
2574 IR1 18044 5 2007 186818.6108
2575 Reg 7000 7 2007 175044.7976
2576 Reg 7288 7 2007 180031.1629
2577 Reg 9060 6 2007 176889.1715
2578 Reg 3672 7 2007 159638.8562
2579 Reg 11067 4 2007 154287.2644
2580 Reg 8250 6 2007 191885.6182
2581 Reg 6565 6 2007 177503.3786
2582 Reg 6060 9 2007 166548.3168
2583 IR1 5568 5 2007 164475.1494
2584 IR1 12150 6 2007 167484.7449
2585 Reg 10000 5 2007 188683.1606
2586 IR1 12864 5 2007 162243.3995
2587 IR1 9928 5 2007 180807.2139
2588 IR1 8750 6 2007 176279.0796
2589 IR1 8410 6 2007 163438.9591
2590 IR1 4054 6 2007 161495.5394
2591 Reg 19958 8 2007 216032.3037
2592 IR1 8368 5 2007 176632.1815
2593 IR1 8298 5 2007 168743.0016
2594 Reg 10331 7 2007 183810.1185
2595 IR1 6718 5 2007 156794.3605
2596 Reg 11305 5 2007 169136.4301
2597 IR1 7777 5 2007 183203.3188
2598 IR1 11800 5 2007 213252.9269
2599 IR1 12633 5 2007 190550.3279
2600 Reg 43500 5 2007 234707.2099
2601 IR1 6710 5 2007 135751.3189
2602 Reg 1504 4 2007 164228.4589
2603 Reg 1533 5 2007 153219.437
2604 Reg 1495 6 2007 164210.7465
2605 Reg 1890 3 2007 163883.2291
2606 Reg 9129 5 2007 154892.7763
2607 IR1 15957 6 2007 197092.0873
2608 IR1 33983 6 2007 228148.3764
2609 IR1 8286 7 2007 178680.5875
2610 Reg 6723 7 2007 165643.3412
2611 Reg 27697 3 2007 222406.6427
2612 IR2 11000 6 2007 184021.8436
2613 IR1 11625 7 2007 170871.0949
2614 Reg 10447 6 2007 189562.8737
2615 IR1 11027 5 2006 170591.885
2616 IR1 10533 6 2006 172934.3517
2617 IR1 11765 5 2006 186425.0699
2618 IR1 39384 6 2006 218648.1311
2619 Reg 11727 6 2006 183035.6068
2620 IR1 8238 5 2006 178378.9061
2621 IR2 13041 5 2006 184516.7166
2622 IR1 9783 5 2006 181419.5253
2623 IR1 13128 5 2006 196858.9234
2624 IR1 13751 5 2006 189228.7015
2625 IR1 13108 5 2006 208973.3808
2626 IR1 8076 6 2006 180269.86899999998
2627 IR1 3701 5 2006 159488.7137
2628 IR1 16023 5 2006 191490.2995
2629 IR1 18062 5 2006 228684.2451
2630 IR1 12292 5 2006 201842.9987
2631 IR1 16052 5 2006 209242.8229
2632 IR1 15922 5 2006 202357.6226
2633 Reg 8147 5 2006 168238.6122
2634 IR1 18261 5 2006 202524.1247
2635 IR1 10464 6 2006 170588.7719
2636 Reg 10530 5 2006 198375.3151
2637 IR1 9927 5 2006 170636.8279
2638 IR1 9512 5 2006 181991.0795
2639 Reg 10530 6 2006 183994.5425
2640 Reg 10000 6 2006 182951.4822
2641 Reg 7200 4 2006 174126.2972
2642 IR2 8773 5 2006 170575.4967
2643 Reg 2760 5 2006 175332.2399
2644 Reg 2160 6 2006 167522.0615
2645 Reg 1890 7 2006 168095.5837
2646 Reg 1680 5 2006 154406.4156
2647 Reg 1680 5 2006 170996.9733
2648 Reg 4043 5 2006 159056.8902
2649 Reg 7514 7 2006 181373.6165
2650 Reg 2280 7 2006 152272.561
2651 Reg 2179 5 2006 168664.3468
2652 IR1 16387 5 2006 211007.0083
2653 Reg 16163 5 2006 182909.515
2654 Reg 12228 5 2006 203926.8294
2655 IR1 14780 5 2006 179082.8254
2656 IR1 13975 5 2006 206260.0998
2657 IR1 9942 5 2006 181732.4434
2658 IR1 12867 5 2006 189698.7407
2659 IR1 10672 5 2006 203074.3468
2660 IR1 11643 5 2006 201670.6344
2661 IR1 13758 5 2006 173756.8126
2662 IR1 14828 5 2006 181387.0764
2663 IR1 13215 5 2006 184859.1553
2664 Reg 5911 5 2006 158313.6157
2665 Reg 7740 5 2006 151951.9554
2666 Reg 6373 5 2006 162537.527
2667 Reg 10237 5 2006 178998.3371
2668 Reg 10237 5 2006 186732.5849
2669 IR1 11660 5 2006 187323.3184
2670 IR1 11631 5 2006 199437.2328
2671 IR1 9073 5 2006 185546.6809
2672 Reg 3087 5 2006 161595.0158
2673 Reg 2938 5 2006 154672.4228
2674 Reg 3072 5 2006 159355.7101
2675 Reg 3010 5 2006 155919.0141
2676 IR1 9171 5 2006 182424.871
2677 IR1 8658 5 2006 178100.5896
2678 IR1 12104 5 2006 202577.9
2679 IR1 9660 5 2006 177862.7789
2680 Reg 9545 5 2006 182056.0247
2681 IR1 9233 5 2006 191403.1992
2682 IR1 10019 5 2006 196264.755
2683 IR1 17242 5 2006 209375.0034
2684 IR1 10236 5 2006 196691.8193
2685 IR1 12585 5 2006 192458.4315
2686 IR1 12447 5 2006 182242.8093
2687 IR1 15218 5 2006 183259.5039
2688 Reg 10936 5 2006 188108.2437
2689 Reg 8640 5 2006 171418.6402
2690 Reg 13162 5 2006 194698.8822
2691 Reg 8125 5 2006 174841.8401
2692 IR1 7733 5 2006 172965.4765
2693 IR1 11024 5 2006 189386.3237
2694 Reg 13072 5 2006 185682.6183
2695 Reg 7800 5 2006 176412.0127
2696 IR1 7632 5 2006 174976.4897
2697 IR1 8304 5 2006 180718.5817
2698 IR2 9370 5 2006 186131.1882
2699 Reg 7175 5 2006 165220.7864
2700 Reg 7175 5 2006 164115.8938
2701 IR1 9019 5 2006 182125.7291
2702 Reg 9100 4 2006 182285.1402
2703 Reg 8927 6 2006 196325.4422
2704 IR1 9240 6 2006 164865.2153
2705 IR1 9308 5 2006 182694.4922
2706 Reg 8450 6 2006 185425.4855
2707 IR1 8638 6 2006 171414.7041
2708 IR1 13052 6 2006 183433.4725
2709 IR1 8020 6 2006 176844.9812
2710 IR1 8789 6 2006 180568.1878
2711 IR1 14330 4 2006 185948.6255
2712 Reg 11025 5 2006 189388.2917
2713 Reg 3628 5 2006 142754.4892
2714 Reg 2544 5 2006 156106.8008
2715 Reg 2998 5 2006 155895.3976
2716 IR1 4447 5 2006 159851.9777
2717 IR1 8314 5 2006 185157.8323
2718 IR1 7180 5 2006 180716.2917
2719 IR1 13110 6 2006 176901.09399999998
2720 Reg 10140 6 2006 181017.2225
2721 Reg 9600 5 2006 183269.1594
2722 Reg 8640 5 2006 193550.8301
2723 Reg 9360 7 2006 170625.8427
2724 Reg 8400 6 2006 182012.4059
2725 IR1 9759 5 2006 179162.5073
2726 Reg 9600 7 2006 183269.1594
2727 Reg 8800 7 2006 180589.8362
2728 IR1 10368 6 2006 181465.9352
2729 Reg 9350 6 2006 196053.0299
2730 Reg 10800 7 2006 183421.0203
2731 Reg 8550 8 2006 167926.8391
2732 Reg 9724 7 2006 168027.53100000002
2733 Reg 9600 6 2006 182164.2669
2734 Reg 10858 6 2006 172469.0716
2735 Reg 9600 5 2006 181059.3743
2736 Reg 9462 6 2006 182997.5701
2737 Reg 9888 6 2006 166140.5042
2738 IR1 8917 5 2006 198515.5469
2739 IR1 12700 5 2006 193789.6485
2740 IR1 9723 7 2006 173550.0257
2741 Reg 8400 5 2006 176487.9432
2742 IR1 9610 6 2006 188813.3026
2743 Reg 10000 6 2006 178531.91199999998
2744 Reg 10152 6 2006 182145.7315
2745 Reg 8092 8 2006 179196.465
2746 Reg 12778 6 2006 169618.3499
2747 Reg 10170 6 2006 170010.1687
2748 Reg 7700 7 2006 181739.6717
2749 Reg 11050 5 2006 172846.935
2750 Reg 13600 6 2006 195560.883
2751 Reg 15428 6 2006 180358.1143
2752 Reg 21299 5 2006 211817.7028
2753 Reg 13300 5 2006 176170.1287
2754 Reg 22136 5 2006 234492.2483
2755 Reg 7500 6 2006 182450.9565
2756 Reg 10410 8 2006 174902.0681
2757 Reg 10914 3 2006 173684.1743
2758 Reg 7008 8 2006 147196.6737
2759 Reg 7200 8 2006 175231.1897
2760 Reg 10818 4 2006 193417.6474
2761 Reg 10184 5 2006 183313.6012
2762 Reg 9510 5 2006 180882.2508
2763 Reg 10800 6 2006 186735.698
2764 Reg 11650 5 2006 172922.8654
2765 IR1 18275 8 2006 202551.6772
2766 Reg 12144 6 2006 190485.6341
2767 Reg 8544 4 2006 173439.4936
2768 Reg 8512 5 2006 196613.5988
2769 Reg 7000 4 2006 178152.2597
2770 Reg 7400 6 2006 174519.9048
2771 Reg 7000 6 2006 172627.7969
2772 Reg 7000 5 2006 173732.6895
2773 Reg 9856 8 2006 209219.8448
2774 Reg 9600 6 2006 181059.3743
2775 Reg 5520 6 2006 188515.443
2776 Reg 9600 8 2006 182164.2669
2777 Reg 6451 7 2006 188137.9016
